,stock_id,date_id,seconds_in_bucket,imbalance_size,imbalance_buy_sell_flag,reference_price,matched_size,far_price,near_price,bid_price,bid_size,ask_price,ask_size,wap,target,time_id,row_id
4581605,25,421,180,1097491.12,-1,0.998997,8082224.64,,,0.998902,21572.15,0.998997,5262.0,0.998978,-3.2901764,23173,421_180_25
2867565,99,265,190,1328928.23,-1,0.999658,6813111.71,,,0.999658,93339.1,1.000066,38068.0,0.999948,0.6699562,14594,265_190_99
3947973,193,363,390,3780153.73,1,1.001901,74504925.42,1.009946,1.007432,1.001776,50370.4,1.001901,34355.01,1.00185,6.389618,20004,363_390_193
4783011,31,439,350,0.0,0,0.996789,247612.79,0.996789,0.996789,0.996681,12872.33,0.996789,3187.64,0.996768,6.790161,24180,439_350_31
171081,37,16,120,8205039.76,-1,0.999482,12382446.33,,,0.999482,624.6,0.999722,22074.5,0.999489,4.580021,892,16_120_37
4495588,8,413,280,8745662.07,1,1.001535,62075870.71,,,1.000459,293916.87,1.00163,47785.95,1.001467,2.8002262,22743,413_280_8
2367964,188,219,380,2049738.03,1,1.001911,9037995.11,1.027656,1.019075,1.001482,12043.44,1.001911,70773.85,1.001545,-11.09004,12083,219_380_188
4008837,57,369,140,539146.51,-1,1.000188,11579735.12,,,0.999997,10425.45,1.00052,8940.78,1.000279,-4.1902065,20309,369_140_57
1263149,56,118,40,0.0,0,1.00224,8289547.06,,,1.00155,159.6,1.002303,638.88,1.0017,1.7595291,6494,118_40_56
1663716,180,155,20,0.0,0,1.00114,822577.25,,,1.000518,4827.0,1.00114,15359.4,1.000667,2.7799606,8527,155_20_180
1021402,28,95,420,867082.7,-1,1.004188,13149213.55,0.993337,1.000952,1.004093,10864.44,1.004379,44947.26,1.004149,7.1799755,5267,95_420_28
3258653,18,301,30,723973.42,-1,0.999658,1957312.6,,,0.999658,15797.68,1.000116,9910.82,0.999939,-3.4701824,16558,301_30_18
2777670,153,257,70,3479262.55,1,0.998818,289965.9,,,0.998361,43590.75,0.999275,15309.0,0.999037,-5.2702427,14142,257_70_153
897871,12,84,190,6704793.97,-1,1.001829,52541708.41,,,1.001829,40914.65,1.002078,42537.6,1.001951,-9.080172,4639,84_190_12
2691971,23,249,170,7796916.88,1,0.998007,13012958.33,,,0.997915,21758.0,0.998007,4243.2,0.997992,3.6203861,13712,249_170_23
780335,76,73,240,615492.26,-1,0.999532,4668137.58,,,0.999532,125239.4,0.999634,60957.36,0.9996,-3.4701824,4039,73_240_76
3204799,164,296,80,4514339.36,-1,0.998784,5356523.74,,,0.998784,11651.36,0.999049,11088.7,0.99892,0.72956085,16288,296_80_164
722478,130,68,30,3665132.48,1,1.000846,41140705.6,,,1.000761,11707.0,1.000846,83126.8,1.000771,2.8705597,3743,68_30_130
1438679,59,134,150,11608390.48,1,1.000516,7977805.55,,,0.999974,19881.42,1.000696,19397.0,1.00034,16.11948,7385,134_150_59
702906,56,66,130,4477957.95,1,0.999429,13315102.79,,,0.999138,480.44,0.999554,9612.8,0.999158,-8.149743,3643,66_130_56
4903021,41,450,300,42596304.1,1,0.997695,647747651.68,1.017859,1.005005,0.997727,95007.0,0.997853,7918.25,0.997843,0.23007393,24780,450_300_41
469249,184,44,200,0.0,0,1.000941,6273867.48,,,1.000941,13649.0,1.001234,13926.06,1.001086,-4.529953,2440,44_200_184
1817127,127,169,110,51984.28,1,1.00267,8404126.08,,,1.001924,45688.0,1.002845,12804.4,1.002644,-3.1900406,9306,169_110_127
1838125,44,171,80,806090.68,-1,0.999238,25329858.68,,,0.999238,243.42,0.999362,16067.7,0.99924,-1.6897917,9413,171_80_44
4159439,59,382,520,548763.17,1,0.996985,6289673.49,0.998823,0.998364,0.996985,15183.0,0.997215,28463.84,0.997065,-9.36985,21062,382_520_59
891976,196,83,430,0.0,0,1.001301,35947995.08,1.001301,1.001301,1.001301,65520.0,1.001506,154813.0,1.001362,8.620024,4608,83_430_196
814743,187,76,340,0.0,0,0.999775,22086068.79,0.999775,0.999775,0.999485,60840.36,0.999775,33534.0,0.999672,6.3204765,4214,76_340_187
3914636,56,360,380,1107269.11,-1,0.996591,17028850.87,0.99042,0.995192,0.996591,2422.6,0.996755,11751.55,0.996619,-11.299849,19838,360_380_56
263752,171,24,540,109071.17,1,0.998181,21028614.32,0.998318,0.998272,0.997861,14861.4,0.998364,47449.22,0.997981,-1.630187,1374,24_540_171
4169094,114,383,450,848902.08,-1,0.997676,11132833.92,0.995144,0.996182,0.997593,53604.74,0.998091,7455.5,0.99803,-1.1497736,21110,383_450_114
4249513,133,391,70,1067239.62,-1,0.999593,23370288.05,,,0.99938,705.72,1.000017,1176.95,0.999619,3.5202503,21512,391_70_133
959665,152,90,30,437190.99,1,1.000261,7211525.55,,,0.999611,11686.95,1.000317,128647.2,0.99967,-6.3300133,4953,90_30_152
3830294,114,353,10,429042.43,-1,0.999644,1363429.93,,,0.999644,10653.0,1.000676,36897.44,0.999876,0.6902218,19416,353_10_114
3090674,130,285,400,2175429.19,-1,0.998375,44333570.98,0.99266,0.996287,0.998375,200483.88,0.998485,220311.25,0.998427,-0.079870224,15715,285_400_130
4000728,148,368,280,8744711.33,1,1.001629,21520643.45,,,1.001775,17340.62,1.002067,68560.0,1.001834,0.8404255,20268,368_280_148
1469291,139,137,50,1147748.94,1,1.000687,21717839.25,,,1.000407,21394.0,1.000828,5350.75,1.000744,-10.200143,7540,137_50_139
4650845,65,427,340,1358124.56,1,1.003628,89630316.57,1.011162,1.004805,1.003392,450450.78,1.003628,98816.34,1.003585,3.3903122,23519,427_340_65
3267293,58,301,460,4069771.02,-1,0.998896,74369001.42,0.996866,0.996995,0.998844,38889.0,0.999127,3112.0,0.999106,-5.0598383,16601,301_460_58
4587476,96,421,470,421793.27,-1,0.999092,30455348.63,0.998584,0.998584,0.999092,55587.42,0.999345,75433.95,0.999199,-9.930134,23202,421_470_96
2488661,91,230,400,0.0,0,0.998998,15507377.94,0.998998,0.998998,0.998834,28144.05,0.998998,2442.4,0.998985,6.209612,12690,230_400_91
1380255,147,128,480,0.0,0,1.002269,8894177.04,1.002269,1.002269,1.002269,24268.14,1.002559,224389.62,1.002297,2.0503998,7088,128_480_147
5159953,173,473,490,0.0,0,0.999689,6505992.0,0.999689,0.999689,0.999689,10014.87,0.999995,127483.07,0.999712,-0.6699562,26064,473_490_173
651169,193,61,220,3337730.05,1,1.000576,130898432.41,,,1.000406,17371.5,1.000491,19016.37,1.000446,10.399818,3377,61_220_193
4232235,55,389,310,560662.6,-1,1.000929,18635486.65,0.987513,0.999179,1.000929,83397.6,1.001123,69717.46,1.001035,0.3194809,21426,389_310_55
4448263,83,409,110,11362999.92,1,0.999518,74062816.6,,,0.999168,195145.2,0.999518,173979.84,0.999353,-14.910102,22506,409_110_83
4916463,83,451,420,7535851.65,1,1.001199,133796210.16,1.010553,1.002535,1.000865,405987.96,1.001199,426952.62,1.001028,1.4996529,24847,451_420_83
2990863,17,276,340,0.0,0,0.995721,61694727.59,0.995721,0.995721,0.995455,35789.84,0.995927,12836.4,0.995803,-4.299879,15214,276_340_17
1396517,55,130,210,3943619.68,1,0.998002,9118122.35,,,0.997815,23278.99,0.998189,18917.95,0.998021,0.53048134,7171,130_210_55
3396444,9,313,320,4282531.12,1,1.002402,21385746.35,1.050958,1.023439,1.002288,96248.88,1.002402,27767.25,1.002376,0.04053116,17247,313_320_9
3247309,74,300,10,3989484.25,-1,0.99674,4094147.61,,,0.996308,20731.0,0.998422,4570.5,0.998041,-1.4102459,16501,300_10_74
858916,61,80,400,0.0,0,1.000965,8429326.78,1.000965,1.000965,1.000965,67517.6,1.001185,146517.93,1.001035,-7.069707,4440,80_400_61
2999671,69,277,230,4788233.86,1,1.00266,1084214.78,,,1.001032,316866.45,1.00266,228338.88,1.001979,23.620129,15258,277_230_69
4007122,142,369,50,54161285.13,1,1.00124,149571465.41,,,1.000929,98681.6,1.001257,69680.4,1.001121,-3.759861,20300,369_50_142
4251434,54,391,170,515640.4,-1,0.9986,18859593.65,,,0.998355,40304.0,0.998818,61217.19,0.998539,-7.119775,21522,391_170_54
30040,53,2,470,2248194.4,1,0.999215,27758727.05,1.001271,1.00039,0.999068,148261.8,0.999215,47001.82,0.999179,1.4901161,157,2_470_53
1935627,31,180,80,530541.99,-1,0.995082,363228.57,,,0.995082,22762.56,0.996348,46401.52,0.995499,-0.1502037,9908,180_80_31
3977565,185,366,220,5538771.62,-1,0.999971,15214134.25,,,0.999971,633.02,1.000381,14565.44,0.999988,-9.589791,20152,366_220_185
4090106,126,376,350,6546536.64,-1,0.994677,187625677.25,0.991166,0.991166,0.994677,26174.4,0.994837,62330.0,0.994725,-0.24020672,20715,376_350_126
1714005,34,159,380,3076979.59,-1,1.000717,60164123.0,0.985765,0.998232,1.000601,15238.3,1.001193,6237.54,1.001021,2.1004677,8783,159_380_34
2669433,172,247,130,379630.49,1,0.999053,1038836.81,,,0.998769,17926.5,0.999053,9211.92,0.998956,4.8196316,13598,247_130_172
3507262,82,323,360,0.0,0,0.9913,849421.5,0.9913,0.9913,0.9913,101720.3,0.996043,160211.1,0.993148,-2.850294,17801,323_360_82
4551525,145,418,320,864049.02,-1,1.002624,34988682.57,0.996353,0.997343,1.002624,8263.36,1.002954,183768.33,1.002638,-7.0399046,23022,418_320_145
2776767,45,257,30,17639907.06,-1,0.999285,621650956.87,,,0.999285,5200.56,0.999354,23982.02,0.999298,2.1398067,14138,257_30_45
4122083,103,379,300,0.0,0,1.002397,18265649.79,1.002397,1.002397,1.002473,3324.5,1.003226,14106.48,1.002617,2.4998188,20875,379_300_103
1716693,164,159,510,0.0,0,1.004656,24034652.18,1.004656,1.004656,1.004258,27231.12,1.004736,51082.65,1.004424,4.479885,8796,159_510_164
1679792,100,156,290,0.0,0,0.997432,16129291.92,,,0.994499,3030.66,0.995477,5090.0,0.994864,1.4603138,8609,156_290_100
576350,197,54,220,6824955.89,1,1.000592,7911673.95,,,1.000409,65635.68,1.000592,18008.1,1.000553,10.950565,2992,54_220_197
995413,43,93,200,0.0,0,0.999919,12401230.83,,,0.999365,3248.8,1.000042,2438.25,0.999752,1.4197826,5135,93_200_43
317783,51,30,60,2113097.96,1,1.002972,20075852.61,,,1.002655,7921.0,1.003004,316.95,1.00299,-12.090206,1656,30_60_51
216356,0,20,280,500217.93,1,1.000093,8950387.35,,,0.999991,2153.14,1.000093,5383.4,1.00002,-4.1401386,1128,20_280_0
4922417,37,452,170,4502168.44,1,1.000139,15055999.28,,,0.999954,2813.59,1.000185,4113.12,1.000048,-5.9598684,24877,452_170_37
162043,23,15,200,5221994.84,1,1.000634,19958079.73,,,1.000523,724.6,1.000634,29349.54,1.000526,-0.8302927,845,15_200_23
3775183,3,348,10,11619066.23,-1,0.999966,38289209.34,,,0.999966,27319.62,1.000155,3812.76,1.000132,-4.709959,19141,348_10_3
693920,40,65,220,4132314.53,1,0.997948,5918151.83,,,0.997769,446.44,0.997948,44428.74,0.997771,-2.580285,3597,65_220_40
4212154,174,387,400,272158.07,1,1.000589,5052088.98,1.009404,1.002058,0.999854,41401.62,1.000589,65171.7,1.00014,-18.000008,21325,387_400_174
1292287,38,120,420,183635.02,1,1.00012,169324685.7,1.00062,1.000245,0.999995,118610.34,1.00012,47754.03,1.000084,-2.2101402,6642,120_420_38
4758362,182,437,210,1370031.89,-1,0.998357,8008537.61,,,0.998357,13148.32,0.998582,40164.72,0.998412,-1.8799305,24056,437_210_182
869350,109,81,380,3439975.92,1,1.000978,29866636.38,1.01339,1.00153,1.000702,114427.12,1.000978,233562.44,1.000793,-0.5698204,4493,81_380_109
5063454,74,465,70,3433324.9,-1,1.000491,4106073.05,,,1.000359,13374.68,1.000984,304.16,1.00097,-0.039935112,25582,465_70_74
2310611,147,214,250,168496.67,1,0.999624,9034565.06,,,0.999429,12741.33,0.999624,23542.8,0.999498,2.2900105,11795,214_250_147
5049890,110,463,490,4213557.72,-1,0.995996,143343892.66,0.995838,0.995838,0.995996,80447.64,0.996074,148890.5,0.996023,3.4797192,25514,463_490_110
141439,162,13,220,0.0,0,0.999125,5789894.26,,,0.999064,36607.5,0.999678,24420.0,0.999432,-2.2900105,737,13_220_162
3121210,19,288,290,3113303.04,-1,0.997967,5869680.96,,,0.99732,200.32,0.998714,21063.0,0.997333,6.7305565,15869,288_290_19
366427,122,34,390,0.0,0,1.00218,17404711.43,1.00218,1.00218,1.001686,102524.88,1.00218,398454.88,1.001787,0.33020973,1909,34_390_122
3609222,42,332,510,0.0,0,1.001159,3201599.8,1.001159,1.001159,1.001028,91048.0,1.001687,3644.32,1.001662,-18.24975,18311,332_510_42
3445526,91,318,20,2092417.96,-1,0.998065,3851180.85,,,0.997821,49327.2,0.99831,4204.46,0.998272,-2.4700165,17492,318_20_91
4446016,36,409,0,6168956.69,1,0.999985,26115113.7,,,0.999985,1409.8,1.000481,44148.65,1.0,4.0900707,22495,409_0_36
5141349,169,472,110,206602.19,-1,1.000652,13608414.41,,,1.000622,7813.44,1.001267,2280.39,1.001121,-3.5899878,25971,472_110_169
4958125,145,455,300,1414054.31,-1,0.997582,2737063.42,0.927924,0.971957,0.997221,19341.0,0.997582,19348.0,0.997401,1.6200542,25055,455_300_145
1291792,137,120,390,498561.46,-1,1.001759,28839673.03,0.999086,1.000301,1.001759,130467.54,1.002002,12868.44,1.00198,-4.3302774,6639,120_390_137
1119893,19,104,470,0.0,0,1.007749,8588942.73,1.007749,1.007749,1.007219,53497.96,1.00881,55636.75,1.007999,-4.299879,5767,104_470_19
2416743,12,224,90,15381319.56,1,1.000386,30440766.72,,,1.000222,14589.6,1.000428,24807.42,1.000298,2.219677,12329,224_90_12
4916564,184,451,420,227159.59,1,1.000819,21299914.67,1.001471,1.001253,1.000601,112865.56,1.000927,18233.82,1.000882,-9.059906,24847,451_420_184
3720677,97,343,30,1488328.01,1,0.998564,9036626.18,,,0.997725,11890.0,0.998564,42840.0,0.997907,4.889965,18868,343_30_97
1388601,19,129,360,0.0,0,1.000765,7238336.04,1.000765,1.000765,0.99987,14523.0,1.001178,27775.22,1.000319,0.61035156,7131,129_360_19
1137723,121,106,270,3635010.14,1,1.000448,6549665.31,,,1.000448,87419.4,1.000721,23494.4,1.000663,-1.3798475,5857,106_270_121
175808,163,16,360,0.0,0,0.998635,48845298.71,0.998635,0.998635,0.998635,902.84,0.998879,116946.27,0.998637,-2.580285,916,16_360_163
2330631,67,216,160,5739392.92,-1,1.000351,24632173.24,,,1.000351,38200.24,1.000507,12778.0,1.000468,-1.7797947,11896,216_160_67
4719117,137,433,450,7242391.3,-1,0.998372,24451836.16,0.903533,0.953899,0.998372,4828.28,0.998451,21728.97,0.998387,-5.530119,23860,433_450_137
1549237,158,144,260,2250771.62,1,1.004965,1857628.92,,,1.003787,3491.56,1.005201,21618.48,1.003984,-26.77977,7946,144_260_158
3390800,165,313,30,622628.8,1,0.999639,5401162.55,,,0.999104,84857.5,0.999639,89679.96,0.999364,2.900362,17218,313_30_165
2405271,82,223,60,1450309.6,-1,1.001582,2291553.65,,,1.001582,33566.48,1.00366,72778.44,1.002238,-3.2001734,12271,223_60_82
5226713,133,479,530,0.0,0,0.998887,108500488.27,0.998887,0.998887,0.99877,14707.29,0.999121,39689.4,0.998865,1.8894672,26398,479_530_133
3111025,183,287,320,0.0,0,0.993069,51213969.86,0.993069,0.993069,0.992756,7936.25,0.993069,13337.1,0.992873,-5.519986,15817,287_320_183
4493109,129,413,150,622762.22,1,0.998403,820945.15,,,0.997924,4230.52,0.998403,2085.0,0.998245,10.039806,22730,413_150_129
4226315,135,389,10,1110058.15,-1,0.998559,3451846.3,,,0.998559,36446.96,0.999059,57713.3,0.998753,17.99941,21396,389_10_135
618190,130,58,180,1198477.25,-1,1.000601,22910853.79,,,1.000601,1487.98,1.000688,85165.68,1.000602,1.6498566,3208,58_180_130
5155579,199,473,270,0.0,0,0.998525,10104992.34,,,0.998194,98946.92,0.998525,33515.68,0.998441,-3.6901236,26042,473_270_199
2331232,71,216,190,0.0,0,1.001479,19226372.84,,,1.001494,1302.12,1.002033,130933.41,1.001499,7.7605247,11899,216_190_71
1407988,101,131,240,789702.4,1,1.002209,3610990.93,,,1.000735,260195.32,1.002221,809.26,1.002216,-59.869884,7229,131_240_101
3210199,164,296,350,3680989.07,-1,0.996577,19082339.77,0.983333,0.994546,0.996577,5079.15,0.996753,20207.31,0.996612,2.4294853,16315,296_350_164
127549,91,12,50,2044657.58,-1,0.999129,6377506.57,,,0.998989,18517.2,0.99976,28795.1,0.999291,-5.5998564,665,12_50_91
3690463,83,340,170,7402806.73,-1,1.001242,98203048.47,,,1.001242,553410.0,1.001595,264282.51,1.001481,3.6001205,18717,340_170_83
444328,91,42,20,0.0,0,1.000308,32978461.43,,,1.000152,26033.76,1.000657,19083.86,1.000443,-5.0902367,2312,42_20_91
3573314,134,329,360,155937.24,-1,0.997577,9304118.2,0.990381,0.997577,0.997577,412304.02,0.998477,226384.5,0.998158,11.780262,18131,329_360_134
2803497,110,259,270,26153776.65,1,0.999849,57571469.92,,,0.999712,28260.99,0.999849,1464.5,0.999842,-9.689927,14272,259_270_110
3570852,72,329,240,5121891.21,-1,0.999559,37557397.14,,,0.999559,38282.4,0.999622,17866.24,0.999602,0.25987625,18119,329_240_72
4007754,174,369,80,1686285.57,-1,1.00018,3491215.68,,,1.00018,23155.84,1.000825,21012.09,1.000518,3.4797192,20303,369_80_174
3161507,119,292,110,2645490.33,-1,0.996626,1517976.92,,,0.996556,284.86,0.997116,1425.1,0.996649,-4.3302774,16071,292_110_119
406806,10,38,290,474987.4,-1,1.001006,9087502.15,,,1.001006,984.4,1.001413,22453.44,1.001023,4.3594837,2119,38_290_10
858969,116,80,400,0.0,0,1.002654,13387344.54,1.002654,1.002654,1.002142,3130.56,1.002654,17618.4,1.002219,-0.20980835,4440,80_400_116
1080925,57,101,140,2819348.7,1,1.000843,11351450.2,,,1.000141,65545.0,1.000858,2623.68,1.00083,0.43988228,5569,101_140_57
1563291,25,145,430,321934.81,-1,1.003514,27184853.76,0.995298,1.00094,1.003514,17131.53,1.003811,17643.6,1.003661,2.180338,8018,145_430_25
1302335,39,121,380,4879516.44,-1,0.995906,23186889.51,0.979185,0.99008,0.995801,381.16,0.996167,44230.8,0.995804,6.3300133,6693,121_380_39
3086728,164,285,200,0.0,0,0.999357,16759398.27,,,0.998995,24797.25,0.999357,5181.75,0.999295,2.6094913,15695,285_200_164
4551429,49,418,320,0.0,0,0.997907,19057231.8,0.997907,0.997907,0.997907,81118.5,0.998285,32644.43,0.998177,2.0194054,23022,418_320_49
3750866,86,345,440,0.0,0,0.994893,1711810.88,0.994893,0.994893,0.994893,17218.08,0.995521,27642.4,0.995135,2.0694733,19019,345_440_86
529423,19,50,10,197314.25,-1,0.999558,2477074.54,,,0.99946,43576.2,1.000495,39766.44,1.000001,-2.3001432,2751,50_10_19
3911612,32,360,230,19698394.27,1,0.999053,17825144.01,,,0.998897,14793.24,0.999053,640.5,0.999047,9.410381,19823,360_230_32
380403,81,36,20,0.0,0,0.999997,7228017.77,,,0.999938,3378.0,1.000589,15548.92,1.000054,-3.1501055,1982,36_20_81
3950144,164,363,500,162653.22,-1,1.002709,23159647.07,1.002709,1.002709,1.002709,35346.4,1.00287,20898.38,1.00281,6.979704,20015,363_500_164
3406988,153,314,290,790517.91,1,0.994145,2389594.48,,,0.994415,13634.4,0.994956,15225.07,0.994671,-8.490086,17299,314_290_153
4776261,81,439,10,4847238.84,-1,0.999517,9371886.67,,,0.999517,27699.92,0.999968,42266.44,0.999695,-4.6002865,24146,439_10_81
4042031,51,372,150,1297535.14,1,1.001519,2726629.2,,,1.001137,22003.8,1.001519,12368.76,1.001381,4.7397614,20475,372_150_51
2193799,148,203,430,0.0,0,1.001746,26078183.43,1.001746,1.001746,1.001612,95481.29,1.001746,42475.04,1.001705,3.0195713,11208,203_430_148
256660,183,24,170,4142156.72,1,1.000447,10430076.15,,,1.000319,784.75,1.000447,24330.35,1.000323,-3.2997131,1337,24_170_183
966256,42,90,370,0.0,0,0.998314,3511239.93,0.998314,0.998314,0.998314,5616.97,0.999251,37371.36,0.998436,-2.7298927,4987,90_370_42
4552302,122,418,360,0.0,0,1.001208,9812136.3,1.001208,1.001208,1.000513,282464.82,1.001208,255753.12,1.000878,0.72956085,23026,418_360_122
542733,140,51,140,0.0,0,1.000296,48598354.78,,,1.000296,3737.6,1.000349,18689.0,1.000305,3.2496452,2819,51_140_140
1037865,143,97,150,1022068.16,1,1.007281,693290.21,,,1.005931,33346.2,1.007281,107416.54,1.006251,4.2796135,5350,97_150_143
1658292,72,154,300,8070220.24,1,0.999211,81721531.17,1.013616,1.013616,0.99928,7138.32,0.999897,43731.0,0.999366,3.809929,8500,154_300_72
890678,71,83,370,12612890.74,-1,1.001807,118011299.28,0.974011,0.981796,1.001647,61702.88,1.002239,20309.0,1.002093,-1.0997057,4602,83_370_71
3806975,195,350,490,1777924.86,-1,1.003932,29848883.46,1.003506,1.003506,1.003932,47766.4,1.004144,47210.0,1.004039,2.989769,19299,350_490_195
591093,196,55,430,335874.02,-1,1.001083,3292160.74,0.995319,1.000908,1.001083,50203.56,1.001258,26367.2,1.001198,8.089542,3068,55_430_196
2216029,89,205,450,274445.89,-1,0.998391,17466513.58,0.998097,0.998097,0.998195,12141.57,0.998586,510.35,0.998571,8.050203,11320,205_450_89
3090215,68,285,380,3089255.38,-1,0.997471,37114512.52,0.930752,0.973542,0.997471,24370.15,0.997554,52706.34,0.997498,1.1396408,15713,285_380_68
4963063,83,456,0,9812053.83,-1,1.00015,163813053.72,,,0.999805,39617.28,1.00015,30592.32,1.0,16.52956,25080,456_0_83
2931702,159,271,110,0.0,0,1.001205,5419495.89,,,1.001205,14731.59,1.001328,5698.0,1.001294,-5.0598383,14916,271_110_159
3328697,62,307,230,1918527.65,-1,1.002068,5342042.05,,,1.001893,343.98,1.002418,19100.88,1.001903,-4.0900707,16908,307_230_62
1449128,67,135,130,10465608.78,1,0.998435,22107651.93,,,0.997729,5084.28,0.998577,8622.35,0.998044,51.259995,7438,135_130_67
454672,157,43,0,7185241.05,1,0.999324,21680795.35,,,0.99957,1993.46,1.000061,284.92,1.0,-8.320212,2365,43_0_157
4076931,151,375,240,77600181.96,1,1.000875,122412779.81,,,1.000669,35759.24,1.000875,128847.15,1.000714,5.7697296,20649,375_240_151
2337852,125,216,520,190885.94,-1,1.002223,15210468.39,1.002178,1.002223,1.002223,372273.65,1.002405,199712.33,1.002342,32.609703,11932,216_520_125
3983096,116,366,500,0.0,0,0.995899,21284983.37,0.995899,0.995899,0.995848,35449.16,0.99605,6734.72,0.996017,-2.4801493,20180,366_500_116
2166261,71,201,150,1730295.75,1,0.997133,17938016.25,,,0.996287,63588.0,0.997524,112690.59,0.996734,-1.2600422,11070,201_150_71
2093300,144,194,330,389054.56,1,1.000793,25545684.13,1.005333,1.001868,1.000434,9546.36,1.000912,31082.38,1.000547,3.169775,10703,194_330_144
1438374,151,134,130,20471001.59,-1,0.998929,108934253.04,,,0.998929,40423.53,0.999114,48905.88,0.999012,-9.329915,7383,134_130_151
3167649,91,292,420,0.0,0,1.001275,13800237.48,1.001275,1.001275,1.001093,49736.28,1.001275,7610.7,1.001251,8.499622,16102,292_420_91
653736,26,61,360,2309247.37,-1,0.996763,12481657.41,,0.993018,0.996763,345207.52,0.997387,807996.74,0.99695,1.2898445,3391,61_360_26
1582878,111,147,320,288224.68,-1,1.003391,2642042.56,0.979851,0.998095,1.003391,16282.75,1.00398,37054.32,1.003571,5.5599213,8117,147_320_111
4446727,147,409,30,9022243.07,-1,0.998688,11017397.62,,,0.998688,27189.84,0.998971,14232.92,0.998874,-1.6701221,22498,409_30_147
4909070,90,451,50,5941029.57,-1,0.999563,4897026.72,,,0.999563,5133.6,1.000194,50369.57,0.999622,-2.080202,24810,451_50_90
5126008,28,470,450,14715784.05,1,1.002759,137848430.83,1.043904,1.043904,1.002837,151596.82,1.002992,47622.7,1.002955,-8.500218,25895,470_450_28
3975644,64,366,130,1520825.34,1,1.005256,5528037.78,,,1.00428,3952.56,1.005774,41893.49,1.004409,9.560585,20143,366_130_64
2212221,62,205,260,0.0,0,1.003769,1695222.75,,,1.002137,5984.55,1.003769,18597.7,1.002535,28.569698,11301,205_260_62
700859,158,66,20,4141196.04,1,1.002902,1383948.06,,,1.000871,3483.49,1.002902,1244.16,1.002368,-1.0198355,3632,66_20_158
3076154,137,284,220,4623002.9,-1,0.999692,16873103.51,,,0.999692,10756.88,0.999852,8006.4,0.999784,-10.499954,15642,284_220_137
2423635,139,224,430,2277348.36,1,1.000337,11470722.7,1.000869,1.000869,1.000124,375.8,1.000443,8176.26,1.000138,-3.0601025,12363,224_430_139
344084,48,32,330,2899452.73,1,0.999812,24643587.38,1.016682,1.008893,0.99948,33574.24,0.999886,99409.29,0.999582,2.2697449,1793,32_330_48
1687794,24,157,150,6092382.58,1,1.000442,3759510.81,,,1.000267,41349.6,1.000442,11488.0,1.000404,1.9097328,8650,157_150_24
2795182,153,258,400,0.0,0,1.001083,1844563.36,1.001083,1.001083,1.000622,22384.08,1.001083,20181.0,1.000865,-8.869767,14230,258_400_153
1119946,72,104,470,11152138.63,-1,0.996042,35287039.37,0.982189,0.990113,0.995985,6988.4,0.996156,47529.28,0.996007,-1.4698505,5767,104_470_72
4515535,155,415,170,1367328.88,1,0.998855,2221335.6,,,0.998457,3456.44,0.998855,3984.01,0.998642,8.72016,22842,415_170_155
3803234,54,350,310,2328437.95,-1,1.002227,40802033.96,0.979251,0.993965,1.002102,642.88,1.00285,104546.0,1.002107,-1.3500452,19281,350_310_54
4800897,117,441,140,107162.81,-1,0.999638,954005.08,,,0.999638,133867.08,1.000692,126302.41,1.000181,-0.029802322,24269,441_140_117
667325,164,62,500,0.0,0,1.002706,12926338.58,1.002706,1.002706,1.002509,1985.62,1.002771,12222.4,1.002545,-2.170205,3460,62_500_164
181996,8,17,140,3575904.98,1,1.000328,15655929.14,,,0.999848,4537.26,1.000328,6809.16,1.00004,8.050203,949,17_140_8
2561578,175,237,210,76366991.9,1,1.000322,154425431.99,,,0.999815,2228.11,1.000327,222925.0,0.99982,10.03027,13056,237_210_175
581637,47,54,500,0.0,0,1.000437,4900815.83,1.000437,1.000437,1.000108,2275.25,1.000437,27312.0,1.000133,-4.619956,3020,54_500_47
2686947,174,248,460,112103.2,1,1.004005,5499990.67,1.00478,1.004392,1.003617,8226.66,1.004005,7764.0,1.003816,-26.320219,13686,248_460_174
1806193,26,168,110,2663258.01,1,1.001473,9869204.82,,,1.00078,219921.2,1.001473,208123.35,1.001136,-3.4797192,9251,168_110_26
3322908,73,306,490,0.0,0,1.000699,7854937.17,1.000699,1.000699,1.000235,74200.96,1.000699,185739.31,1.000367,-3.0201674,16879,306_490_73
2132989,32,198,130,1235293.2,1,1.000737,3006979.71,,,1.000457,4080.63,1.000877,10743.0,1.000573,-2.2000074,10903,198_130_32
3246253,18,299,510,0.0,0,0.99718,10808912.0,0.99718,0.99718,0.99718,100564.66,0.997409,118690.02,0.997285,8.8095665,16496,299_510_18
3092740,6,285,510,0.0,0,0.996961,9181521.49,0.996961,0.996961,0.996778,100944.12,0.997236,11439.05,0.997189,3.0195713,15726,285_510_6
245066,105,23,120,2444868.5,1,1.000945,17577533.25,,,1.000783,66790.1,1.000945,105432.73,1.000846,3.8301945,1277,23_120_105
4862018,38,446,450,3393129.23,-1,0.998923,28796940.76,0.998536,0.998536,0.998923,208848.62,0.999052,237122.96,0.998984,2.0503998,24575,446_450_38
4651838,58,427,390,15212913.82,-1,0.997972,56615911.46,0.951201,0.951201,0.997904,6592.8,0.998426,204483.75,0.99792,7.929802,23524,427_390_58
